name,juridical,description,address,longitude,latitude,email,phone,link,departement,proposition
MDPH Loir-et-Cher,,,"34 avenue Maunoury (Cité administrative, porte D) 41000 Blois",0.6613099,47.351861,accueil-mdph@cg41.fr,0 800 77 77 41 (n° vert),,,,,,,,,,
Sésame Autisme Loir-et-Cher,,,12 rue du Docteur Eugène Richard 41800 Montoire-sur-le-Loir,1.3359475,47.58609209999999,,254864400,,,,,,,,,,
SESSAD Dialogue Autisme,,Partenaire Autisme France,641 avenue du Grain d’Or 41350 Vineuil,0.8834468,47.7615068,,254877878,,,,,,,,,,
MDPH Loiret,,,131 rue du Faubourg Bannier (Cité administrative Coligny - Bât. C1 / 3ème étage) 45042 Orléans CEDEX 1,1.3773628,47.5647763,contact@mdph45.fr,238254040,,,,,,,,,,
Dialogue Autisme,,Partenaire Autisme France,BP 248 45162 Olivet CEDEX,,,dialogue-autisme@voila.fr,623131583,,,,,,,,,,
MDPH Ardennes,,,55 avenue Charles de Gaulle 08000 Charleville-Mézières,,,courrier@mdph08.fr,"03 24 41 39 50, 03 24 41 39 76",,,,,,,,,,
Ensemble pour Aurélien & Jason,,,7 bis rue du Général de Gaulle 08230 Bourg-Fidèle,4.7155405,49.7681803,ensembleaurelienetjason@gmail.com,630518633,,,,,,,,,,
ADAPEI 08,,"Commission Autisme de l’Adapei 08, Collectif Autisme (région Champagne-Ardenne)",2 bis - 4 boulevard Gambetta 08000 Charleville-Mézières,4.51807,49.9229676,a.d.a.p.e.iardennes@gmail.com,324396791,,,,,,,,,,
MDPH Aube,,,BP 770 10026 Troyes CEDEX,4.7189195,49.770785,mdph@cg10.fr,"03 25 42 65 70, 03 25 42 65 73",,,,,,,,,,
Autisme Aube,,"Partenaire Autisme France, Collectif Autisme (région Champagne-Ardenne)",80 avenue Pasteur 10000 Troyes,,,,668001811,,,,,,,,,,
SESSAD Aubtimisme,,Partenaire Autisme France,80 avenue Pasteur 10000 Troyes,4.0643079,48.3016383,,325790012,,,,,,,,,,
Réseau Bulle 10,,Entraide et solidarité pour les familles et les personnes concernées par l’autisme,10350 Marigny-le-Châtel,4.0643079,48.3016383,association10@reseaubulle.fr,06 16 17 14 57 (Céline),,,,,,,,,,
Autisme Marne,,,36 rue René Franquet 51000 Reims,3.736339,48.402907,autisme-marne@orange.fr,"03 26 86 42 30, 06 81 35 34 51",,,,,,,,,,
Centre de Ressources Autisme Champagne-Ardenne,,"Coordonnatrice : Dr Nathalie Golovkine, Horaires : le jeudi de 9h à 18h pour les bilans","Avenue du Général Kœnig (Diagnostic & Évaluation, Service de Psychothérapie de l’Enfant et de l’Adolescent – Hôpital Robert Debré) 51092 Reims CEDEX",4.0218316,49.2076697,,"03 26 78 39 67, 03 26 78 39 67",,,,,,,,,,
CREAI Champagne-Ardenne,,Directeur : M. Thibault Marmont,51036 Châlons-en-Champagne CEDEX,,,cra.ca.infodoc@wanadoo.fr,"03 26 68 35 71, 03 26 68 53 85",,,,,,,,,,
MDPH Marne,,,50 avenue du Général Patton (Centre d’affaires Patton - Entrée A) 51000 Châlons-en-Champagne,-96.17391160000001,42.9503143,accueil@mdph51.fr,326215770,,,,,,,,,,
APIPA-Asperger-TSA,,"Partenaire Autisme France, Alliance les 4A, Collectif Autisme (région Champagne-Ardenne)",6 Grande Rue 51500 Puisieulx,4.363073,48.956682,apipa.aspergerted@orange.fr,326491305,,,,,,,,,,
Autisme Marne,,"Partenaire Autisme France, Collectif Autisme (région Champagne-Ardenne)",36 rue du Professeur René Franquet 51100 Reims,4.1111457,49.1938798,,326864230,,,,,,,,,,
Les Papillons Blancs de Reims,,"Collectif Autisme (région Champagne-Ardenne), Affiliée UNAPEI, Association de Parents, de Personnes Handicapées Mentales et de leurs Amis",6 rue Gabriel Voisin 51100 Reims,4.0218316,49.2076697,secretariat@papillonsblancs-reims.org,"03 26 06 57 05, 03 26 24 46 67",,,,,,,,,,
ACPEI,,"Partenaire Autisme France, Collectif Autisme (région Champagne-Ardenne)",43 avenue Jeanne d’Arc BP 72 51017 Châlons-en-Champagne,4.0688936,49.2349366,,326218021,,,,,,,,,,
MDPH Haute-Marne,,,4 cours Marcel Baron BP 42021 52901 Chaumont CEDEX 9,4.363073,48.956682,mdph@haute-marne.fr,325011951,,,,,,,,,,
Autisme Un pas vers l’avenir,,,1 place de l’Abbé Cordier 52200 Langres,,,,780455710,,,,,,,,,,
Chrysalide 52,,"Association de personnes autistes, Président : Michel HANON",5 rue Martin 52300 Donjeux,5.3351459,47.8649612,hanon.michel0647@orange.fr,325052403,,,,,,,,,,
Centre de Ressources Autisme - Corse-du-Sud,,Horaires : le jeudi de 8h00 à 11h30 et de 13h à 16h30 – Le vendredi de 8h00 à 11h30,4 avenue du Maréchal Juin (Pôle d’Ajaccio (Corse-du-Sud) IME des Salines) 20090 Ajaccio,5.155948299999999,48.3645649,,495565850,,,,,,,,,,
TED et les Autres,,Partenaire Autisme France,Chemin des Vignes (Ghjunchiccia) 20167 Afa,8.7205877,41.9393447,,"04 95 21 70 03, 06 75 19 63 31",,,,,,,,,,
Association Bulle d’Espoir,,,La Crucciata 20166 Pietrosella,8.796828,41.983884,,associationbulledespoir@gmail.com,,,,,,,,,,
Centre de Ressources Autisme - Haute-Corse,,Horaires : lundi et mardi de 8h30 à 12h00 – Jeudi de 14h00 à 17h00,3 rue Victor Hugo (Pôle de Bastia (Haute-Corse) Villa Marie) 20600 Bastia,8.7823429,41.843836,,495565850,,,,,,,,,,
Espoir Autisme Corse,,Partenaire Autisme France,Résidence la Citadelle (Lieu-dit Badello) 20250 Corte,9.450880999999999,42.697283,,495463139,,,,,,,,,,
Centre de Ressources Autisme Franche-Comté,,"Coordonnateurs : Dr Géraldine Ropers, Pr Sylvie Nezelof",2 place Saint-Jacques (CHU Saint-Jacques – Service de psychiatrie infanto-juvénile) 25030 Besançon CEDEX,9.149022,42.309409,,"03 81 21 82 44, 03 81 21 82 62",,,,,,,,,,
CIRRUS,,Partenaire Autisme France,6 chemin des Taraux (M. Aubert Rémy) 25160 Les Grangettes,,,,381696262,,,,,,,,,,
Autisme Jura,,Partenaire Autisme France,21 rue Étienne Lamy 39300 Cize,6.311105,46.827915,,384526489,,,,,,,,,,
Autisme 70,,,Place Sentupéry 70100 Arc-lès-Gray,5.916928299999999,46.726065,,undefined,,,,,,,,,,
Autisme 90,,Partenaire Autisme France,51/53 rue de Mulhouse (c/o UDAF) 90012 Belfort CEDEX,5.584124,47.456876,,384267901,,,,,,,,,,
Asperger Accueil,,"Partenaire Autisme France, Alliance les 4A",1 rue Fellini 27000 Évreux,,,aspergeraccueil@yahoo.fr,674285093,,,,,,,,,,
Association Marie-Hélène,,Plusieurs établissements répartis dans l’Eure,12 boulevard Jules Janin 27000 Évreux,1.1366571,49.0398471,homes-siege@wanadoo.fr,"02 32 62 93 50, 02 32 62 93 51",,,,,,,,,,
Les Blés en Herbe,,Partenaire Autisme France,7 Grande Rue 27370 Saint-Ouen-de-Pontcheuil,1.156727,49.0254545,,683794513,,,,,,,,,,
Les Rêves de Louis,,Partenaire Autisme France,8 rue Philippe Bréant (Maison des Associations) 27300 Bernay,0.9523240000000001,49.235314,,232440031,,,,,,,,,,
Centre de Ressources Autisme Haute-Normandie,,,4 rue Paul Éluard (Centre Hospitalier du Rouvray) BP 45 76301 Sotteville-lès-Rouen,0.597811,49.08932799999999,,"02 32 95 18 64, 02 32 95 18 65",,,,,,,,,,
A.D.I.S.P.A.,,,177 allée du Château 76190 Hautot-le-Vatois,1.095407,49.41725,adispa@free.fr,"02 35 95 20 49, 06 23 07 07 58",,,,,,,,,,
"Autisme, un autre monde",,,1607 hameau de Peromare 76170 Touffreville-la-Cable,0.7079244,49.6454515,oangelheart@aol.com,232843368,,,,,,,,,,
Réseau Bulle 76,,Entraide et solidarité pour les familles et les personnes concernées par l’autisme,76890 Saint-Victor-l’Abbaye,0.601878,49.51530899999999,association76@reseaubulle.fr,06 83 99 30 17 (Lise),,,,,,,,,,
Kytanlou,,,Rue Jules Cantais (Maison des Associations) 76170 La Trinité-du-Mont,1.120719,49.674594,kytanlou@neuf.fr,629283592,,,,,,,,,,
Centre de Ressources Autisme Île-de-France,,,27 rue de Rambouillet 75012 Paris,0.55472,49.5430599,contact@craif.org,"01 49 28 54 20, 01 49 28 54 21",,,,,,,,,,
MDPH Paris,,,69 rue de la Victoire 75009 Paris,2.3817858,48.8445523,contact@mdph.paris.fr,"08 05 80 09 09 (n° vert), 01 53 32 37 22",,,,,,,,,,
Hopital Robert Debré,,Service de Psychiatrie de l’Enfant et de l’Adolescent (jusu’à 15 ans),48 boulevard Sérurier (Hopital Robert Debré) 75019 Paris,2.3333642,48.8751167,,140032000,,,,,,,,,,
Centre Referent de Diagnostic d’Autisme,,Service de Psychiatrie de l’Enfant et de l’Adolescent,47-83 boulevard de l’hôpital (Groupe Hospitalier Pitié-Salpétrière) 75013 Paris,2.3867083,48.89061359999999,amina.djebbar@psl.aphp.fr,"01 42 16 23 33, 01 42 16 23 31",,,,,,,,,,
Centre de Recherche et de Diagnostic Autisme et Trouble Apparentés (CREDAT),,"Service de Psychopathologies de l’Enfant et de l’Adolescent, Docteur Gilles Martinez",1 rue Cabanis (Centre Hospitalier Sainte-Anne) 75014 Paris,0.2944788,44.4579939,,"01 45 65 83 37, 01 45 65 80 61",,,,,,,,,,
Centre Diagnostic et d’Évaluation Autisme Adulte (CDEAA),,Service de Psychiatrie pour Adulte,47-83 boulevard de l’Hôpital (Groupe Hospitalier Pitié-Salpétrière) 75013 Paris,2.3255684,48.8314408,,142162809,,,,,,,,,,
"Agir et Vivre l’Autisme, et de l’École pilote A.B.A. de Paris",,,67 rue Archereau 75019 Paris,0.2944788,44.4579939,,undefined,,,,,,,,,,
Autisme 75,,,78 rue du Dessous-des-Berges 75000 Paris,2.3759277,48.8931131,a75.siege@autisme75.org,"01 45 84 29 59, 01 45 85 23 12",,,,,,,,,,
La Vie en Bleu,,,8 rue Chevreul 75011 Paris,2.3728701,48.8288688,sarah@lavieenbleu.org,954893100,,,,,,,,,,
TouPI,,,120 boulevard Magenta 75010 Paris,2.3922131,48.8495572,toupi@outlook.fr,781824562,,,,,,,,,,
AFG Autisme,,Association Française de Gestion de services et établissements pour personnes autistes,11 rue de la Vistule 75013 Paris,2.3537371,48.8794127,afg@afg-autisme.com,"01 42 73 35 20, 09 75 24 37 88, 01 40 56 98 12",,,,,,,,,,
Autistes sans frontières,,,92 avenue Niel 75017 Paris,2.3607494,48.8231105,,"01 46 22 18 16, 01 46 22 18 16",,,,,,,,,,
PRO Aid Autisme,,,19 rue des Martyrs 75009 Paris,2.29727,48.8837712,,"01 45 41 52 93, 01 45 41 52 93",,,,,,,,,,
Fédération française Sésame Autisme,,,53 rue Clisson 75013 Paris,2.3393873,48.8780637,,144245000,,,,,,,,,,
SOS Autisme France,,,156 boulevard Pereire 75017 Paris,2.3662503,48.8308045,,undefined,,,,,,,,,,
Sur les Bancs de l’École,,Partenaire Autisme France,12 bis rue Léon Delhomme 75015 Paris,2.293165,48.8831572,,156230044,,,,,,,,,,
UNAFAM (Union nationale des amis et familles de malades psychiques),,,12 villa Compoint 75017 Paris,2.3005666,48.83782650000001,,"01 53 06 30 43, 01 42 63 03 03 (n° d’écoute), 01 42 63 44 00",,,,,,,,,,
UNAPEI (Union nationale des associations de parents et amis de personnes handicapées mentales),,,15 rue Coysevox 75876 Paris CEDEX 18,2.3242377,48.8918572,,"01 44 85 50 50, 01 44 85 50 60",,,,,,,,,,
Vaincre L’Autisme,,,51 rue Servan 75011 Paris,,,,"01 47 00 47 83, 01 43 73 64 49",,,,,,,,,,
ARIA,,Partenaire Autisme France,24 bis rue des Plantes 75014 Paris,2.3815454,48.862341,,"01 45 41 38 88, 06 60 18 34 07",,,,,,,,,,
ASAP,,Partenaire Autisme France,21 rue du Faubourg Saint-Antoine 75011 Paris,2.3237281,48.8309136,lespetitesvictoires-asap@wanadoo.fr,145089318,,,,,,,,,,
Autisme Avenir,,Partenaire Autisme France,"96 bis rue Didot (Hôpital Broussais - Pavillon Leriche, porte 11) 75014 Paris CEDEX",2.3713757,48.85278419999999,,143471970,,,,,,,,,,
IME Les Petites Victoires,,Partenaire Autisme France,21 rue du Faubourg Saint-Antoine 75011 Paris,,,,"01 45 08 93 18, 01 45 08 92 32",,,,,,,,,,
Plate-Forme Passage,,Partenaire Autisme France,63 boulevard Lefebvre 75015 Paris,2.3713757,48.85278419999999,,143068803,,,,,,,,,,
ASF 75 – Vivement l’école,,Réseau Autistes Sans Frontières,92 avenue Niel 75017 Paris,2.2929589,48.8310421,"delphine.piloquet@wanadoo.fr,, vivementlecole@wanadoo.fr",668009000,,,,,,,,,,
LFDDE,,,75 rue de Lourmel 75015 Paris,2.29727,48.8837712,,undefined,,,,,,,,,,
AFPSSU,,,242 boulevard Voltaire 75011 Paris,2.2880413,48.8454737,,607992692,,,,,,,,,,
MDPH Seine-et-Marne,,,16 rue de l’Aluminium 77176 Savigny-le-Temple,2.3905264,48.8513366,contact@mdph77.fr,"01 64 19 11 40, 01 64 19 11 43",,,,,,,,,,
Clin d’œil Handicap,,,1 hameau de la Jarrie 77750 Bussières,2.5874789,48.5945022,,664865284,,,,,,,,,,
Un Espoir pour Enzo,,,11 grande Allée des Charmilles 77185 Lognes,3.236036,48.922525,,632763605,,,,,,,,,,
UNI-TEDS,,gestionnaire du SACS Uni-teds,154 avenue Henri-Barbusse 77190 Dammarie-les-Lys,2.635433,48.8350309,secretariat@uni-teds.fr,160635647,,,,,,,,,,
Association Départementale des Parents et Amis de Personnes Handicapées Mentales de Seine-et-Marne (Adapei 77),,,2 ter rue René Cassin (Hall B) 77000 Melun,2.6332982,48.5135357,adapei77@wanadoo.fr,"01 60 56 54 71, 01 60 56 54 72",,,,,,,,,,
AURA 77 - Réseau de santé,,,8 mail Barthélémy Thimmonier 77185 Lognes,2.6727401,48.551202,,160364545,,,,,,,,,,
Tedi 77,,Réseau Autistes Sans Frontières,8 rue des Louvières 77130 Saint-Germain-Laval,2.6296685,48.83916259999999,,astedi77@orange.fr,,,,,,,,,,
ASDAA - Association pour Sortir Divya et ses Amis de l’Autisme,,,48 rue du Bois de Nanteau 77150 Lésigny,2.9816822,48.414277,,"09 50 19 20 05, 06 34 07 06 66",,,,,,,,,,
ISTED - Intégration scolaire et troubles envahissants du développement,,,77260 La Ferté-sous-Jouarre,2.6027708,48.7326048,rioulab@wanadoo.fr,164205644,,,,,,,,,,
AIME 77 - Autisme Intégration par Méthodes Éducatives,,,91 avenue André Malraux 77600 Bussy-Saint-Georges,3.130059,48.95050699999999,"aime77@orange,fr","06 22 90 85 53, 06 63 09 20 35",,,,,,,,,,
Association des parents et amis d’enfants inadaptés de la Brie (APAEI),,,6 rue Georges Bizet 77380 Combs la Ville,2.7223373,48.8420388,apaeibrie@wanadoo.fr,160601820,,,,,,,,,,
DISJETED,,"« Dispositif d’Intervention et de Soins pour Jeunes Enfants porteurs de Troubles Envahissants du Développement », Structure d’accueil pour enfants autistes",28 avenue de Verdun 77290 Mitry-Mory,2.5665955,48.6537493,disjeted@aede.fr,"06 23 80 85 56, 06 35 36 13 94",,,,,,,,,,
Les Récrés Éducatives,,,4 rue ambroise Paré 77430 Champagne-sur-Seine,2.5986905,48.9552405,recres.educatives@free.fr,"06 65 35 67 36, 06 33 18 17 35",,,,,,,,,,
Pas à pas,,Réseau Autistes Sans Frontières,28 rue Victor Hugo 77250 Veneux-les-Sablons,2.8106614,48.39491109999999,pasapas77sud@gmail.com,663603939,,,,,,,,,,
MDPH Yvelines,,,9 rue de la Patte d’Oie 78000 Versailles,2.788015,48.3870286,contact@mdph.yvelines.fr,"01 39 07 55 60, 01 39 07 55 87",,,,,,,,,,
Unité ATED (Adultes avec Troubles Envahissants du Développement),,,30 rue Marc Laurent (C.H. Jean-Martin Charcot) BP 20 78375 Plaisir CEDEX,2.1426292,48.79641090000001,secretariat-ated@ch-charcot78.fr,"01 30 81 88 10, 01 30 81 85 66",,,,,,,,,,
ACANTHE,,,38 orée de Marly 78590 Noisy-le-Roi,,,,134629238,,,,,,,,,,
ADAPTED,,,22 rue Francisco Ferrer 78240 Saint-Cyr-l’École,2.0698649,48.84281319999999,,secretariat@adapted.fr,,,,,,,,,,
AIDERA Yvelines,,,3 rue des Neréides 78180 Montigny le Bretonneux,2.0723541,48.7968045,contact@aiderayvelines.org,130430689,,,,,,,,,,
Tous à l’École,,Réseau Autistes Sans Frontières,22 rue de des Boers 78800 Houilles,2.0276214,48.7683807,"benoit.fosse@cegetel.net,, richard.pandevant@banquedorsay.fr","01 30 21 49 78, 01 30 21 49 78",,,,,,,,,,
Tous à l’École,,Partenaire Autisme France,6 allée des Bièvres (Résidence de l’Étang) 78800 Versailles,2.1880391,48.9174218,tousalecole@laposte.net,"01 30 21 49 78, 06 73 60 43 26",,,,,,,,,,
Autisme en Yvelines,,,2 bis rue Francisco Ferrer 78201 Saint-Cyr-l’École,2.130122,48.801408,,Autisme France,,,,,,,,,,
MDPH Essonne,,,93 rue Henri Rochefort 91000 Évry,2.0729893,48.7980331,,mdphe@cg91.fr,,,,,,,,,,
AIDERA Essonne,,Partenaire Autisme France,5 - 7 rue Lavoisier 91540 Mennecy,2.4360417,48.6244789,aidera.essonne@free.fr,169039012,,,,,,,,,,
ECOLALIES,,Partenaire Autisme France,6 chemin des Cendriers 91450 Étiolles,2.4448666,48.5649189,ecolalies@yahoo.fr,"01 69 89 00 32, 06 72 91 18 03",,,,,,,,,,
Sur le Chemin des Écoliers,,Partenaire Autisme France,3 allée des Monégasques 91300 Massy,2.4715007,48.6310029,,"06 86 72 71 96, 09 50 63 28 01",,,,,,,,,,
Autisme 91,,,3 avenue de Rigny 91130 Ris-Orangis,2.2867104,48.7334543,carlaa2@wanadoo.fr,"01 69 06 93 57, 01 69 06 93 57",,,,,,,,,,
Combattre l’Autisme Aujourd’hui,,Partenaire Autisme France,2 rue A. Revenaz 91000 Évry,2.4050488,48.658398,caa91@wanadoo.fr,160783173,,,,,,,,,,
La Chalouette – Autisme Essonne,,,78 bis rue de Valorge 91220 Brétigny-sur-Orge,2.4331592,48.6431423,chalouette.autisme@wanadoo.fr,"01 69 88 43 62, 01 64 56 04 32, 01 69 88 43 79",,,,,,,,,,
SAUGE (Solidarité AUtisme GEstion),,Partenaire Autisme France,8 allée des Coudraies 91190 Gif-sur-Yvette,2.2812554,48.6150697,clairechstenet@aol.fr,169078278,,,,,,,,,,
F.A.M. La Lendemaine,,Contact aussi via association SAUGE,Rue des Fonds d’Armenon 91470 Les Molières,2.1423555,48.6952696,accueil@la-lendemaine.fr,169922405,,,,,,,,,,
MDPH Hauts-de-Seine,,,2 rue Rigault 92000 Nanterre,2.0795562,48.6595748,mdph@mdph92.fr,"01 41 91 92 50, 01 41 91 93 09",,,,,,,,,,
Appedia,,Partenaire Autisme France,2 rue Paul Gauguin (La Butte Rouge) 92290 Châtenay-Malabry,2.197775,48.89476,,"01 46 30 39 04, 01 46 01 09 84",,,,,,,,,,
Les Premières Classes,,Réseau Autistes Sans Frontières,53 rue d’Arthelon 92190 Meudon,2.270748,48.771896,,gerhards.tribu@wanadoo.fr,,,,,,,,,,
Association Perce-Neige,,,102 bis boulevard Saint-Denis 92415 Courbevoie CEDEX,2.2390003,48.802559,,147171930,,,,,,,,,,
Mosaïques X Fragile,,Partenaire Autisme France,28 avenue Gambetta 92270 Bois-Colombes,,,,147602499,,,,,,,,,,
AEVE (Autisme Espoir Vers l’École),,Méthode des 3i,35 rue Émile Landrin 92100 Boulogne-Billancourt,2.2628194,48.9180779,,820997634,,,,,,,,,,
Autisme 93,,"Partenaire Autisme France, Association pour l’Avenir des Adultes",7 rue Jules Verne 93100 Montreuil,2.2460272,48.8358235,,"01 42 87 21 67, 07 81 29 64 68",,,,,,,,,,
MDPH Créteil,,,7 - 9 voie Félix Eboué (Bâtiment Solidarités) 94046 Créteil CEDEX,2.4594413,48.8713503,mdph94@cg94.fr,143997900,,,,,,,,,,
Centre Expert Asperger Albert Chenevier,,"Service du Prof. Marion Leboyer, Equipe 15 Psychiatrie génétique",40 rue de Mesly (Hôpital Albert Chenevier) 94010 Créteil CEDEX,,,creteil.psy@ach.aphp.fr,"01 49 81 32 90, 01 49 81 33 90",,,,,,,,,,
SAMSAH de la Pointe du Lac,,,67 avenue Magellan 94000 Créteil,,,samsahpointedulac@apogei94.net,"01 41 94 80 60, 01 58 43 01 86",,,,,,,,,,
FAM de la Pointe du Lac,,,67 avenue Magellan 94000 Créteil,2.4532174,48.7686857,famdelapointedulac@apogei94.net,"01 41 94 80 60, 01 58 43 01 86",,,,,,,,,,
Envol Marne-la-Vallée,,Partenaire Autisme France,3 chemin de la Croix 94500 Champigny-sur-Marne,2.4532174,48.7686857,envolmarnelavallee@live.fr,141771953,,,,,,,,,,
Asperger Aide,,,23 rue de Paris 94340 Joinville-le-Pont,2.5185379,48.8151911,aspergeraidefrance@yahoo.fr,683503574,,,,,,,,,,
L’École pour tous,,Réseau Autistes Sans Frontières,6 rue Gérard de Nerval 94450 Limeil-Brévannes,2.4670834,48.8182577,michael@gnjsupply.com,145692286,,,,,,,,,,
École de Ted et ses Amis,,École pour les enfants du 94 atteins de plutihandicap dont TED Autisme,35 bis boulevard de la Marne 94100 Saint-Maur-des-Fossés,2.4931859,48.7552173,contact@ecoledetedetsesamis.fr,610615559,,,,,,,,,,
Espoir Autisme 94,,Écoles pour enfants autistes,9 allée Verte 94440 Villecresnes,2.4925322,48.7891552,tinabento.blmtp@gmail.com,661619934,,,,,,,,,,
APEI 94 - Ariane,,Partenaire Autisme France,96 avenue Victor Hugo 94100 Saint-Maur-des-Fossés,2.5170584,48.7311723,ariane@apei94.org,"01 48 85 51 64, 01 42 83 60 28",,,,,,,,,,
MDPH du Val d’Oise,,,2 avenue du Parc CS 20201 Cergy (Conseil général du Val d’Oise) 95032 Cergy-Pontoise CEDEX,2.4893941,48.80298149999999,maisonduhandicap@valdoise.fr,134251650,,,,,,,,,,
Autisme Ensemble 95,,,3 rue Pierre de Coubertin (Groupe scolaire Jules Verne) 95300 Pontoise,,,,contact@autismeensemble95.com,,,,,,,,,,
Écoute Parents Enfants Autistes,,,13 rue de Montigny 95240 Cormeilles-en-Parisis,2.100645,49.050966,,"01 39 31 71 22, 06 61 98 75 97",,,,,,,,,,
Entraide Autisme en Val-d’Oise (EVAO),,,20 rue de Montmorency 95350 Saint-Brice-sous-Forêt,2.1943353,48.9785777,frederiquejeanne.besson@sfr.fr,"01 39 94 21 09, 06 12 14 74 77",,,,,,,,,,
La Garenne du Val,,,Allée de la Clairière 95630 Mériel,2.3538429,48.9988253,lgv.mariette.chapus@wanadoo.fr,"01 34 48 15 60, 01 43 99 27 56",,,,,,,,,,
AVEA - Autisme Vivons Ensemble dans L’AUDE,,Partenaire Autisme France,19 bis rue Montségur 11150 Bram,2.214919,49.07217,,468765262,,,,,,,,,,
Réseau HandiLib’30,,,8 allée Serge Loiseau 30000 Nîmes,2.1142937,43.2361157,reseauhandilib30@gmail.com,610637340,,,,,,,,,,
Autisme Gard,,,53 bis rue de la biche 30000 Nîmes,4.3992904,43.8524032,autisme30@live.fr,466760774,,,,,,,,,,
Evan-Dys,,,13 chemin Fouquet 30200 Bagnols-sur-Cèze,4.3662198,43.8465346,,undefined,,,,,,,,,,
Centre de Ressources Autisme Languedoc-Roussillon,,,291 avenue du Doyen Giraud (SMPEA Peyre Plantade - CHRU de Montpellier) 34295 Montpellier CEDEX 5,4.616084799999999,44.1492261,"contact.ancra@gmail.com,, cent-ress-autisme@chu-montpellier.fr","04 67 33 99 68, 04 67 33 08 32",,,,,,,,,,
Sortir De Ma Bulle,,,27 rue Alfred de Vigny 34920 Le Crès,,,,contact@sortirdemabulle.fr,,,,,,,,,,
Union Régionale Autisme France Languedoc-Roussillon,,,"89 avenue Louisville (Res. Lesurville - bât. 1, esc. 6) 34080 Montpellier",3.9441512,43.6584436,,Autisme France,,,,,,,,,,
Autiste et Écolier 34,,Partenaire Autisme France,385 avenue des Frères Bühler 34000 Montpellier,3.8299106,43.6167208,,"06 78 52 54 77, 06 21 32 78 13",,,,,,,,,,
Solidarité Autisme LR,,,125 rue Nigel Burgess 34500 Béziers,3.834277,43.6302908,solidariteautisme@gmail.com,695222029,,,,,,,,,,
L’Étoile d’Asperger,,,11 rue du Calciné 66150 Arles-sur-Tech,3.2072435,43.3622743,letoiledasperger@hotmail.fr,679652409,,,,,,,,,,
Autisme 66 Esperanza,,Partenaire Autisme France,8 rue François Arago 66450 Pollestres,2.6494482,42.46568120000001,,468737084,,,,,,,,,,
Soleil Corrézien Autisme et TED,,,Bas Roche 19350 Juillac,2.8644838,42.6383117,soleil.correzien@orange.fr,555255407,,,,,,,,,,
Autisme 23,,Partenaire Autisme France,La Rue Haute (Mme Rivière) 23000 La Chapelle-Taillefert,1.3879243,45.2727397,,555816047,,,,,,,,,,
Réseau Bulle 23,,Entraide et solidarité pour les familles et les personnes concernées par l’autisme,23700 Mainsat,1.838172,46.1000439,association23@reseaubulle.fr,07 77 05 10 09 (Marie-Christine),,,,,,,,,,
Centre Régional de Diagnostic et de Ressources sur l’Autisme du Limousin (C.R.D.R.A.L),,Coordonnatrice : Nathalie Etienne,6 rue du Buisson 87170 Isle,2.3865759,46.05257899999999,,"05 55 01 78 67, 05 55 01 78 69",,,,,,,,,,
Pôle Diagnostic et Évaluation,,,6 rue du Buisson (Site du CREAIL) 87170 Isle,1.2308645,45.8123487,,"05 55 01 78 67, 05 55 01 78 69",,,,,,,,,,
Autisme 87,,Partenaire Autisme France,42 avenue de la Révolution 87000 Limoges,1.226734,45.805176,,629143665,,,,,,,,,,
Réseau Bulle 87,,Entraide et solidarité pour les familles et les personnes concernées par l’autisme,87800 Nexon,1.2605096,45.8238273,association87@reseaubulle.fr,06 51 08 47 72 (Marjorie),,,,,,,,,,
EMAAF Limousin,,,53 avenue de la Révolution 87000 Limoges,1.188746,45.676317,docteur.mace@laposte.net,555312074,,,,,,,,,,
Centre de Ressources Autisme Lorraine,,Coordonnateur : Jean-Luc Fabry,1 rue du Docteur Archambault (Centre Psychothérapique de Nancy) BP 11010 54521 Laxou CEDEX,1.2590933,45.8244745,ressourcesautisme@cpn-laxou.com,"03 83 92 66 76, 03 83 92 66 79",,,,,,,,,,
SESSAD Vivre avec l’Autisme,,Partenaire Autisme France,54220 Malzéville,,,,483961286,,,,,,,,,,
FAM Les Charmilles,,Partenaire Autisme France,54220 Malzéville,6.183463,48.708323,,583961286,,,,,,,,,,
Vivre avec L’Autisme en Meurthe-et-Moselle,,Partenaire Autisme France,54220 Malzéville,6.183463,48.708323,,383961286,,,,,,,,,,
Asperger Lorraine,,Partenaire Alliance les 4A,55 rue Anne Fériet (chez Mme Corinne Krux) 54000 Nancy,6.183463,48.708323,,contact@aspergerlorraine.fr,,,,,,,,,,
MDPH Moselle,,,"1 rue Claude Chappe (Europlaza, Bâtiment D, entrée D3) CS 95 213 57076 Metz CEDEX 03",6.184417,48.692054,mdph@moselle.fr,"03 87 21 83 00, 03 87 21 83 39",,,,,,,,,,
Envol Lorraine,,Partenaire Autisme France,6 petit Vésinet 57690 Créhange,,,,"03 87 94 39 15, 03 87 94 39 15",,,,,,,,,,
Autisme Vosges,,Partenaire Autisme France,55 route du Beillard 88400 Liézey,6.5884466,49.07420430000001,,329259654,,,,,,,,,,
Autisme Ariège,,"Partenaire Autisme France, Membre URAF-MPy",4 place du Sémalié 09100 Saint-Jean-du-Falga,6.7765713,48.0888483,autismariege@gmail.com,561692921,,,,,,,,,,
